Id,Date,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories
3372868164,4/30/2016,17,4,300,1119,2755
3977333714,4/30/2016,43,52,194,687,3004
4020332650,4/30/2016,0,0,0,1440,2643
4319703577,4/30/2016,6,38,196,695,1819
4388161847,4/30/2016,14,43,300,537,1819
4445114986,4/30/2016,0,0,290,797,2489
4558609924,4/30/2016,7,29,293,1111,3841
4702921684,4/30/2016,4,36,263,728,1665
5553957443,4/30/2016,0,0,84,506,1496
5577150313,4/30/2016,207,45,163,621,1496
6117666160,4/30/2016,0,0,343,1040,1496
6290855005,4/30/2016,0,0,324,1116,2865
6775888955,4/30/2016,3,9,84,1344,2828
6962181067,4/30/2016,32,16,237,731,2225
7007744171,4/30/2016,0,0,200,1240,2018
7086361926,4/30/2016,42,17,308,584,2606
8053475328,4/30/2016,27,1,131,1281,2536
8253242879,4/30/2016,0,0,0,1440,4900
8378563200,4/30/2016,0,0,121,780,2409
8583815059,4/30/2016,2,28,317,1093,2651
8792009665,4/30/2016,10,20,301,749,2305
8877689391,4/30/2016,124,4,223,1089,1497
1503960366,5/1/2016,33,35,246,730,2450
1624580081,5/1/2016,186,63,171,1020,2576
1644430081,5/1/2016,3,24,146,908,1879
1844505072,5/1/2016,0,7,75,585,2560
1927972279,5/1/2016,14,1,70,1355,2275
2022484408,5/1/2016,25,28,245,1142,2361
2026352035,5/1/2016,0,0,191,716,2044
2320127002,5/1/2016,0,0,40,1400,1496
2873212765,5/1/2016,7,18,196,1219,1902
3372868164,5/1/2016,0,0,172,842,2636
3977333714,5/1/2016,41,40,124,691,1838
4020332650,5/1/2016,0,0,0,1440,2469
4319703577,5/1/2016,0,0,67,836,2250
4388161847,5/1/2016,12,15,241,579,1248
4445114986,5/1/2016,0,0,240,741,2560
4558609924,5/1/2016,0,0,190,1121,2905
4702921684,5/1/2016,0,0,0,1440,2952
5553957443,5/1/2016,0,0,237,436,2896
5577150313,5/1/2016,194,72,178,499,2783
6117666160,5/1/2016,0,0,397,525,3171
6290855005,5/1/2016,8,95,282,1055,2766
6775888955,5/1/2016,9,34,50,1347,2839
6962181067,5/1/2016,0,0,215,722,2701
7007744171,5/1/2016,0,0,237,1142,2060
7086361926,5/1/2016,30,15,258,685,2796
8053475328,5/1/2016,0,0,51,1389,2664
8378563200,5/1/2016,71,10,127,669,2703
8583815059,5/1/2016,10,2,117,1311,2771
8792009665,5/1/2016,0,0,79,834,2060
8877689391,5/1/2016,36,12,166,1226,2743
1503960366,5/10/2016,46,31,214,746,2687
1624580081,5/10/2016,0,0,139,1301,2060
1644430081,5/10/2016,12,19,155,1254,2843
1844505072,5/10/2016,0,0,0,1440,3327
1927972279,5/10/2016,0,0,0,1440,2725
2022484408,5/10/2016,57,28,271,1084,2671
2026352035,5/10/2016,0,0,17,1002,2718
2320127002,5/10/2016,0,0,290,1150,2682
2873212765,5/10/2016,0,0,373,1067,2806
3977333714,5/10/2016,1,115,196,676,2613
4020332650,5/10/2016,0,0,206,774,2712
4319703577,5/10/2016,3,12,329,555,2175
4388161847,5/10/2016,13,14,267,648,0
4445114986,5/10/2016,0,0,231,783,1841
4558609924,5/10/2016,11,18,220,1191,2400
4702921684,5/10/2016,1,37,262,701,2507
5553957443,5/10/2016,61,40,265,707,2127
5577150313,5/10/2016,104,37,194,639,2225
6290855005,5/10/2016,0,0,0,1440,2067
6962181067,5/10/2016,62,34,275,626,2798
7086361926,5/10/2016,72,23,106,1182,1841
8053475328,5/10/2016,96,10,115,1219,3727
8378563200,5/10/2016,63,13,152,840,1841
8583815059,5/10/2016,9,43,162,1226,1922
8792009665,5/10/2016,0,0,0,48,1841
8877689391,5/10/2016,18,11,224,1187,2053
1503960366,5/11/2016,36,23,251,669,2484
1624580081,5/11/2016,0,0,112,1328,2584
1644430081,5/11/2016,0,0,49,713,1841
1844505072,5/11/2016,0,0,0,1440,1993
1927972279,5/11/2016,0,0,0,1440,1841
2022484408,5/11/2016,58,25,224,1133,2280
2026352035,5/11/2016,0,0,330,569,2319
2320127002,5/11/2016,0,0,300,1140,1841
2873212765,5/11/2016,0,0,319,1121,1843
3977333714,5/11/2016,4,0,9,13,1841
4020332650,5/11/2016,2,8,134,1296,1841
4319703577,5/11/2016,3,18,311,574,2496
4388161847,5/11/2016,8,18,256,858,1032
4445114986,5/11/2016,34,22,232,622,1994
4558609924,5/11/2016,4,31,324,1081,1718
4702921684,5/11/2016,10,41,235,784,1466
5553957443,5/11/2016,0,0,195,628,1756
5577150313,5/11/2016,45,15,63,257,2173
6962181067,5/11/2016,24,7,199,709,2027
7086361926,5/11/2016,57,40,128,757,2039
8053475328,5/11/2016,60,7,184,1189,2046
8378563200,5/11/2016,72,10,184,763,2174
8583815059,5/11/2016,5,71,177,1106,2179
8877689391,5/11/2016,88,12,213,1127,2086
1503960366,5/12/2016,0,0,0,1440,2571
1624580081,5/12/2016,0,0,107,890,1705
1844505072,5/12/2016,0,0,0,711,2194
1927972279,5/12/2016,0,0,0,966,2012
2022484408,5/12/2016,16,16,236,728,2034
2026352035,5/12/2016,0,0,343,330,2182
2320127002,5/12/2016,0,0,128,830,2254
2873212765,5/12/2016,0,0,268,720,2002
4020332650,5/12/2016,0,0,21,721,1740
4319703577,5/12/2016,0,0,2,0,2162
4388161847,5/12/2016,0,0,108,825,2072
4445114986,5/12/2016,0,0,58,380,2086
4558609924,5/12/2016,0,0,247,736,2066
4702921684,5/12/2016,0,0,68,241,1850
5553957443,5/12/2016,8,6,48,222,1947
6962181067,5/12/2016,0,8,105,127,1659
7086361926,5/12/2016,5,4,58,343,2105
8053475328,5/12/2016,28,4,39,839,2361
8378563200,5/12/2016,8,6,102,433,1855
8583815059,5/12/2016,0,0,0,1440,928
8877689391,5/12/2016,23,1,137,770,2937
1503960366,5/2/2016,41,15,277,798,2742
1624580081,5/2/2016,7,6,166,1261,2668
1644430081,5/2/2016,1,7,148,682,2098
1844505072,5/2/2016,0,0,0,1440,2076
1927972279,5/2/2016,16,8,94,1322,2383
2022484408,5/2/2016,36,8,277,1119,2832
2026352035,5/2/2016,0,0,355,716,2812
2320127002,5/2/2016,5,6,123,1306,3096
2873212765,5/2/2016,0,7,334,1099,2763
3977333714,5/2/2016,24,143,176,713,2889
4020332650,5/2/2016,0,11,31,1350,2284
4319703577,5/2/2016,0,11,344,585,2667
4388161847,5/2/2016,33,4,204,935,3055
4445114986,5/2/2016,27,4,200,667,2939
4558609924,5/2/2016,0,0,383,1057,2830
4702921684,5/2/2016,5,40,195,1131,2836
5553957443,5/2/2016,23,9,227,724,3180
5577150313,5/2/2016,37,20,235,732,2051
6117666160,5/2/2016,0,0,236,1204,2225
6290855005,5/2/2016,0,0,268,1172,2642
6775888955,5/2/2016,0,0,0,1440,2976
6962181067,5/2/2016,18,39,313,655,1557
7007744171,5/2/2016,64,14,250,1112,2933
7086361926,5/2/2016,66,26,139,737,2553
8053475328,5/2/2016,0,0,95,1345,120
8378563200,5/2/2016,63,4,142,802,2772
8583815059,5/2/2016,0,0,0,1440,2516
8792009665,5/2/2016,0,0,101,916,2734
8877689391,5/2/2016,0,0,105,1335,2395
1503960366,5/3/2016,50,24,254,816,1635
1624580081,5/3/2016,0,0,96,1344,1629
1644430081,5/3/2016,10,94,221,1115,2743
1844505072,5/3/2016,0,0,184,1256,2944
1927972279,5/3/2016,10,0,17,1413,2997
2022484408,5/3/2016,72,14,250,1104,2463
2026352035,5/3/2016,0,0,304,981,2846
2320127002,5/3/2016,20,10,206,1204,1965
2873212765,5/3/2016,1,6,363,1070,2049
3977333714,5/3/2016,47,41,258,594,2752
4020332650,5/3/2016,0,0,174,950,2781
4319703577,5/3/2016,8,26,287,669,2693
4388161847,5/3/2016,18,18,306,984,2862
4445114986,5/3/2016,30,2,233,725,2616
4558609924,5/3/2016,21,10,237,1172,2995
4702921684,5/3/2016,0,0,313,729,2730
5553957443,5/3/2016,26,29,247,812,2754
5577150313,5/3/2016,97,8,212,580,2754
6117666160,5/3/2016,0,0,0,1440,2655
6290855005,5/3/2016,0,0,240,1200,2386
6775888955,5/3/2016,0,0,1,1439,2924
6962181067,5/3/2016,21,36,267,654,2739
7007744171,5/3/2016,58,31,330,1021,2534
7086361926,5/3/2016,57,36,152,761,2960
8053475328,5/3/2016,87,22,165,1166,2800
8378563200,5/3/2016,71,20,195,822,2735
8583815059,5/3/2016,0,0,0,1440,1199
8792009665,5/3/2016,0,0,156,739,3186
8877689391,5/3/2016,19,3,229,1189,3140
1503960366,5/4/2016,36,22,203,1179,3411
1624580081,5/4/2016,0,0,118,1322,3410
1644430081,5/4/2016,0,0,52,1388,2867
1844505072,5/4/2016,0,0,87,1353,3213
1927972279,5/4/2016,0,0,87,1353,3133
2022484408,5/4/2016,36,27,272,1105,3114
2026352035,5/4/2016,0,0,345,530,3043
2320127002,5/4/2016,0,0,52,1388,3103
2873212765,5/4/2016,0,0,420,1020,2655
3977333714,5/4/2016,14,96,142,852,3554
4020332650,5/4/2016,13,46,346,531,3577
4319703577,5/4/2016,8,13,313,1106,3403
4388161847,5/4/2016,35,21,251,632,2846
4445114986,5/4/2016,0,0,180,897,2852
4558609924,5/4/2016,0,0,252,1188,3062
4702921684,5/4/2016,4,15,251,757,2794
5553957443,5/4/2016,0,0,224,651,2408
5577150313,5/4/2016,25,9,141,631,1886
6117666160,5/4/2016,0,0,156,1279,1988
6290855005,5/4/2016,0,0,272,1168,3023
6775888955,5/4/2016,0,0,0,1440,2918
6962181067,5/4/2016,15,36,284,683,2950
7007744171,5/4/2016,0,0,0,1440,2859
7086361926,5/4/2016,45,12,135,843,3331
8053475328,5/4/2016,89,8,123,1220,3589
8378563200,5/4/2016,19,10,167,680,2765
8583815059,5/4/2016,0,0,0,1440,2926
8792009665,5/4/2016,0,0,129,848,2809
8877689391,5/4/2016,66,8,212,1154,1505
1503960366,5/5/2016,45,24,250,857,2044
1624580081,5/5/2016,0,0,117,1323,1935
1644430081,5/5/2016,6,12,81,1341,1705
1844505072,5/5/2016,0,0,120,1320,1632
1927972279,5/5/2016,0,0,0,1440,1880
2022484408,5/5/2016,55,20,253,1112,2112
2026352035,5/5/2016,0,0,475,479,1829
2320127002,5/5/2016,0,11,223,1206,1763
2873212765,5/5/2016,13,23,311,1093,1931
3977333714,5/5/2016,14,88,178,680,2218
4020332650,5/5/2016,38,42,196,916,1651
4319703577,5/5/2016,27,34,328,957,2132
4388161847,5/5/2016,12,39,199,896,1976
4445114986,5/5/2016,2,6,185,734,1909
4558609924,5/5/2016,14,8,370,1048,1813
4702921684,5/5/2016,8,5,241,745,2008
5553957443,5/5/2016,44,29,241,692,1580
5577150313,5/5/2016,45,21,143,1153,1854
6117666160,5/5/2016,0,0,487,479,0
6290855005,5/5/2016,0,0,239,1201,3635
6775888955,5/5/2016,0,0,0,1440,4079
6962181067,5/5/2016,14,22,305,591,4163
7007744171,5/5/2016,53,23,317,1047,3666
7086361926,5/5/2016,24,14,149,1253,3363
8053475328,5/5/2016,93,9,130,1208,2572
8378563200,5/5/2016,66,3,214,764,4157
8583815059,5/5/2016,0,0,70,1370,4092
8792009665,5/5/2016,0,0,0,1440,3787
8877689391,5/5/2016,67,15,188,1170,4236
1503960366,5/6/2016,24,6,289,754,4044
1624580081,5/6/2016,0,0,102,1338,2908
1644430081,5/6/2016,11,6,369,1054,2741
1844505072,5/6/2016,0,0,2,1438,4005
1927972279,5/6/2016,0,0,108,1332,3763
2022484408,5/6/2016,24,17,295,1104,3061
2026352035,5/6/2016,0,0,383,511,2884
2320127002,5/6/2016,0,0,204,1236,2982
2873212765,5/6/2016,0,5,370,1065,2660
3977333714,5/6/2016,29,55,168,676,3369
4020332650,5/6/2016,0,0,177,855,3491
4319703577,5/6/2016,6,11,314,692,3784
4388161847,5/6/2016,33,45,262,1100,3110
4445114986,5/6/2016,0,0,229,809,3783
4558609924,5/6/2016,0,0,202,1238,3644
4702921684,5/6/2016,1,16,207,682,2799
5553957443,5/6/2016,21,9,229,761,2685
5577150313,5/6/2016,41,16,79,1304,3721
6117666160,5/6/2016,0,0,133,673,3586
6290855005,5/6/2016,0,0,305,1135,3788
6775888955,5/6/2016,12,35,75,1318,1976
6962181067,5/6/2016,0,0,299,717,2650
7007744171,5/6/2016,44,13,247,1136,2654
7086361926,5/6/2016,84,35,154,834,2443
8053475328,5/6/2016,90,15,90,1245,2505
8378563200,5/6/2016,74,5,166,831,2693
8583815059,5/6/2016,2,22,166,1250,2439
8792009665,5/6/2016,0,0,0,1440,2536
8877689391,5/6/2016,96,17,232,1095,2668
1503960366,5/7/2016,37,46,175,833,2647
1624580081,5/7/2016,0,0,182,1258,2883
1644430081,5/7/2016,41,17,243,1139,2944
1844505072,5/7/2016,0,0,0,1440,3012
1927972279,5/7/2016,0,0,48,1392,2889
2022484408,5/7/2016,20,2,149,1269,2547
2026352035,5/7/2016,0,0,229,665,3093
2320127002,5/7/2016,0,0,319,1121,3142
2873212765,5/7/2016,75,11,52,1302,2757
3977333714,5/7/2016,0,86,208,703,3513
4020332650,5/7/2016,0,0,184,1256,3164
4319703577,5/7/2016,3,28,279,586,2596
4388161847,5/7/2016,120,56,260,508,2894
4445114986,5/7/2016,26,4,108,866,3212
4558609924,5/7/2016,23,16,233,1116,2516
4702921684,5/7/2016,5,46,439,577,3266
5553957443,5/7/2016,0,0,96,902,2683
5577150313,5/7/2016,0,0,0,1440,2810
6117666160,5/7/2016,0,0,412,456,2940
6290855005,5/7/2016,0,0,227,1213,2947
6775888955,5/7/2016,2,5,49,551,2846
6962181067,5/7/2016,0,0,328,745,2804
7007744171,5/7/2016,0,0,0,111,0
7086361926,5/7/2016,20,42,209,621,2044
8053475328,5/7/2016,121,20,148,1076,1934
8378563200,5/7/2016,0,0,158,851,1963
8583815059,5/7/2016,0,0,250,1190,2009
8792009665,5/7/2016,0,0,0,1440,1721
8877689391,5/7/2016,105,28,271,1036,1688
1503960366,5/8/2016,44,8,203,574,1688
1624580081,5/8/2016,0,0,152,1288,1688
1644430081,5/8/2016,0,0,295,991,2188
1844505072,5/8/2016,0,0,0,1440,1720
1927972279,5/8/2016,0,0,0,1440,2419
2022484408,5/8/2016,0,0,135,1305,2748
2026352035,5/8/2016,0,0,258,610,1799
2320127002,5/8/2016,0,0,247,1193,1688
2873212765,5/8/2016,46,0,326,1068,1928
3977333714,5/8/2016,9,116,171,688,2067
4020332650,5/8/2016,0,0,263,775,2780
4319703577,5/8/2016,0,0,153,603,3101
4388161847,5/8/2016,107,38,178,576,2896
4445114986,5/8/2016,0,8,308,733,1962
4558609924,5/8/2016,66,35,238,1019,2015
4702921684,5/8/2016,9,125,192,1019,2297
5553957443,5/8/2016,3,8,210,505,2067
5577150313,5/8/2016,0,0,0,1440,1688
6117666160,5/8/2016,0,0,318,517,1688
6290855005,5/8/2016,0,0,251,1189,1688
6962181067,5/8/2016,0,14,151,709,1688
7086361926,5/8/2016,32,27,147,695,1688
8053475328,5/8/2016,125,14,228,1073,57
8378563200,5/8/2016,0,0,139,621,3921
8583815059,5/8/2016,3,72,182,1183,3566
8792009665,5/8/2016,0,0,0,1440,3793
8877689391,5/8/2016,17,4,245,1174,3934
1503960366,5/9/2016,46,11,206,835,4547
1624580081,5/9/2016,0,0,91,1349,3545
1644430081,5/9/2016,32,6,303,1099,2761
1844505072,5/9/2016,0,0,0,1440,3676
1927972279,5/9/2016,0,0,0,1440,3679
2022484408,5/9/2016,35,47,297,1061,3659
2026352035,5/9/2016,0,0,401,543,3427
2320127002,5/9/2016,0,0,145,1295,3891
2873212765,5/9/2016,0,0,345,1095,3455
3977333714,5/9/2016,8,122,151,1159,3802
4020332650,5/9/2016,3,5,173,1225,2860
4319703577,5/9/2016,2,14,374,490,3808
4388161847,5/9/2016,6,19,258,1020,3060
4445114986,5/9/2016,0,0,266,641,2698
4558609924,5/9/2016,6,30,339,1065,4398
4702921684,5/9/2016,0,12,253,746,2786
5553957443,5/9/2016,59,22,251,667,2189
5577150313,5/9/2016,34,11,70,1099,2817
6117666160,5/9/2016,0,0,197,125,3477
6290855005,5/9/2016,0,0,264,800,3052
6962181067,5/9/2016,43,21,231,607,4015
7086361926,5/9/2016,67,50,171,743,4142
8053475328,5/9/2016,66,12,148,1214,2847
8378563200,5/9/2016,71,13,171,772,3710
8583815059,5/9/2016,66,4,110,1260,2832
8792009665,5/9/2016,0,0,0,1440,3832
8877689391,5/9/2016,73,19,217,1131,1849
